judge_name	subject_ID	word	feature	done	british
ferragne	210	hotter	rhotic	1	-1
ferragne	211	logs	lot	1	1
ferragne	211	grass	bath	1	-1
ferragne	211	water	flap	1	1
ferragne	211	hotter	rhotic	1	1
ferragne	212	logs	lot	1	1
ferragne	212	grass	bath	1	-1
ferragne	212	water	flap	1	1
ferragne	212	hotter	rhotic	1	1
ferragne	213	logs	lot	1	0
ferragne	213	grass	bath	1	-1
ferragne	213	water	flap	1	-1
ferragne	213	hotter	rhotic	1	-1
ferragne	214	logs	lot	1	1
ferragne	214	grass	bath	1	-1
ferragne	214	water	flap	1	-1
ferragne	214	hotter	rhotic	1	-1
ferragne	215	logs	lot	1	1
ferragne	215	grass	bath	1	-1
ferragne	215	water	flap	1	1
ferragne	215	hotter	rhotic	1	-1
ferragne	216	logs	lot	1	1
ferragne	216	grass	bath	1	-1
ferragne	216	water	flap	1	-1
ferragne	216	hotter	rhotic	1	-1
ferragne	217	logs	lot	1	1
ferragne	217	grass	bath	1	-1
ferragne	217	water	flap	1	1
ferragne	217	hotter	rhotic	1	1
ferragne	218	logs	lot	1	-1
ferragne	218	grass	bath	1	-1
ferragne	218	water	flap	1	-1
ferragne	218	hotter	rhotic	1	-1
ferragne	219	logs	lot	1	-1
ferragne	219	grass	bath	1	-1
ferragne	219	water	flap	1	-1
ferragne	219	hotter	rhotic	1	-1
ferragne	220	logs	lot	1	-1
ferragne	220	grass	bath	1	-1
ferragne	220	water	flap	1	-1
ferragne	220	hotter	rhotic	1	-1
ferragne	221	logs	lot	1	1
ferragne	221	grass	bath	1	-1
ferragne	221	water	flap	1	1
ferragne	221	hotter	rhotic	1	1
ferragne	222	logs	lot	1	1
ferragne	222	grass	bath	1	-1
ferragne	222	water	flap	1	1
ferragne	222	hotter	rhotic	1	-1
ferragne	223	logs	lot	1	1
ferragne	223	grass	bath	1	-1
ferragne	223	water	flap	1	1
ferragne	223	hotter	rhotic	1	1
ferragne	224	logs	lot	1	1
ferragne	224	grass	bath	1	-1
ferragne	224	water	flap	1	-1
ferragne	224	hotter	rhotic	1	-1
ferragne	225	logs	lot	1	1
ferragne	225	grass	bath	1	-1
ferragne	225	water	flap	1	1
ferragne	225	hotter	rhotic	1	1
ferragne	226	logs	lot	1	-1
ferragne	226	grass	bath	1	-1
ferragne	226	water	flap	1	1
ferragne	226	hotter	rhotic	1	-1
ferragne	227	logs	lot	1	-1
ferragne	227	grass	bath	1	-1
ferragne	227	water	flap	1	1
ferragne	227	hotter	rhotic	1	1
ferragne	228	logs	lot	1	1
ferragne	228	grass	bath	1	-1
ferragne	228	water	flap	1	1
ferragne	228	hotter	rhotic	1	1
ferragne	229	logs	lot	1	-1
ferragne	229	grass	bath	1	-1
ferragne	229	water	flap	1	-1
ferragne	229	hotter	rhotic	1	-1
ferragne	230	logs	lot	1	1
ferragne	230	grass	bath	1	-1
ferragne	230	water	flap	1	-1
ferragne	230	hotter	rhotic	1	-1
ferragne	231	logs	lot	1	1
ferragne	231	grass	bath	1	-1
ferragne	231	water	flap	1	-1
ferragne	231	hotter	rhotic	1	-1
ferragne	232	logs	lot	1	1
ferragne	232	grass	bath	1	-1
ferragne	232	water	flap	1	1
ferragne	232	hotter	rhotic	1	1
ferragne	233	logs	lot	1	1
ferragne	233	grass	bath	1	-1
ferragne	233	water	flap	1	1
ferragne	233	hotter	rhotic	1	1
ferragne	234	logs	lot	1	1
ferragne	234	grass	bath	1	-1
ferragne	234	water	flap	1	1
ferragne	234	hotter	rhotic	1	-1
ferragne	235	logs	lot	1	1
ferragne	235	grass	bath	1	-1
ferragne	235	water	flap	1	-1
ferragne	235	hotter	rhotic	1	1
ferragne	236	logs	lot	1	-1
ferragne	236	grass	bath	1	-1
ferragne	236	water	flap	1	1
ferragne	236	hotter	rhotic	1	1
ferragne	237	logs	lot	1	1
ferragne	237	grass	bath	1	1
ferragne	237	water	flap	1	-1
ferragne	237	hotter	rhotic	1	-1
ferragne	238	logs	lot	1	1
ferragne	238	grass	bath	1	-1
ferragne	238	water	flap	1	1
ferragne	238	hotter	rhotic	1	1
ferragne	239	logs	lot	1	1
ferragne	239	grass	bath	1	0
ferragne	239	water	flap	1	-1
ferragne	239	hotter	rhotic	1	1
ferragne	240	logs	lot	1	1
ferragne	240	grass	bath	1	-1
ferragne	240	water	flap	1	-1
ferragne	240	hotter	rhotic	1	-1
ferragne	241	logs	lot	1	1
ferragne	241	grass	bath	1	-1
ferragne	241	water	flap	1	-1
ferragne	241	hotter	rhotic	1	-1
